,text
2149,embassy
2150,civil
2151,immigration
2152,fund
2153,province
2154,applicable
2155,activist
2156,resource
2157,ruling
2158,mandate
2159,global
2160,monetary
2161,opposition
2162,unjust
2163,government
2164,representative
2165,advisor
2166,treason
2167,employ
2168,democracy
2169,protocol
2170,amendment
2171,economy
2172,republic
2173,independence
2174,welfare
2175,jurisdiction
2176,partnership
2177,tyranny
2178,authorities
2179,liability
2180,regime
2181,propaganda
2182,civilian
2183,govern
2184,regional
2185,dictatorship
2186,international
2187,communist
2188,unlawful
2189,democratic
2190,societal
2191,safeguard
2192,organization
2193,petition
2194,parliament
2195,unethical
2196,contribution
2197,revolution
2198,administration
2199,association
2200,rule
2201,coalition
2202,utopian
2203,constitution
2204,law
2205,campaign
2206,politician
2207,facility
2208,ethical
2209,election
2210,politics
2211,accordance
2212,nation
2213,finance
2214,federal
2215,abolish
2216,negotiation
2217,homeland
2218,administrative
2219,involvement
2220,populace
2221,capitalist
2222,enforce
2223,cultural
2224,treasury
2225,implementation
2226,allied
2227,policy
2228,enforcement
2229,poverty
2230,unified
2231,obligation
2232,citizenship
2233,recruiting
2234,illegally
2235,senator
2236,decree
2237,socialist
2238,republican
2239,tax
2240,cooperation
2241,commission
2242,empire
2243,ambassador
2244,regulation
2245,negotiate
2246,society
2247,financial
2248,united
2249,funding
2250,terrorism
2251,senate
2252,consensus
2253,agency
2254,administrator
2255,elect
2256,congress
2257,program
2258,accounting
2259,bony
2260,lifeless
2261,insecure
2262,frail
2263,soft
2264,powerless
2265,unsteady
2266,brittle
2267,weakened
2268,crippled
2269,soften
2270,tremor
2271,fragile
2272,whimper
2273,cripple
2274,gentleness
2275,putty
2276,weakness
2277,scrawny
2278,helplessly
2279,tender
2280,falter
2281,defeated
2282,ragged
2283,sickly
2284,emaciated
2285,struggle
2286,flimsy
2287,incapable
2288,weary
2289,shaky
2290,shaking
2291,pale
2292,pathetic
2293,strained
2294,cowardly
2295,shameful
2296,weaken
2297,hurt
2298,helpless
2299,delicate
2300,injured
2301,weakening
2302,puny
2303,malnourished
2304,wounded
2305,meek
2306,vulnerable
2307,fear
2308,defenseless
2309,wobbly
2310,limp
2311,sensitivity
2312,paralyzed
2313,fatigued
2314,damaged
2315,desperation
2316,weariness
2317,weak
2318,softness
2319,exposed
2320,vulnerability
2321,withered
2322,loss
2323,feeble
2324,weakly
2325,stun
2326,morbid
2327,paranoia
2328,anguished
2329,emotion
2330,violently
2331,shock
2332,horrified
2333,recoil
2334,distraught
2335,anguish
2336,shudder
2337,stunned
2338,tremble
2339,gasp
2340,trepidation
2341,maniacal
2342,agonizing
2343,pain
2344,astonished
2345,scream
2346,panicked
2347,shriek
2348,frightful
2349,stricken
2350,carnage
2351,frighten
2352,terrifying
2353,fascination
2354,humiliation
2355,surprise
2356,horrifying
2357,fright
2358,fury
2359,jolt
2360,agony
2361,mortified
2362,panicking
2363,frightened
2364,shocked
2365,frightening
2366,disbelief
2367,nightmare
2368,outrage
2369,helplessness
2370,panic
2371,revulsion
2372,overwhelm
2373,horrific
2374,terrified
2375,unimaginable
2376,horror
2377,astonishment
2378,terror
2379,brutality
2380,malice
2381,fear
2382,panicky
2383,paralyzed
2384,frantic
2385,fearful
2386,strangle
2387,bewilderment
2388,screaming
2389,shrieking
2390,disgust
2391,desperation
2392,anger
2393,despair
2394,ferocity
2395,hysteria
2396,deafening
2397,freeze
2398,shrill
2399,hatred
2400,outraged
2401,curse
2402,nasty
2403,bitch
2404,ass
2405,screwed
2406,bad
2407,bull
2408,moron
2409,whore
2410,fuck
2411,mad
2412,shit
2413,damned
2414,swear
2415,disrespectful
2416,bastard
2417,damn
2418,hell
2419,rude
2420,retard
2421,hoe
2422,crap
2423,spend
2424,socialized
2425,interest
2426,brunch
2427,conversation
2428,buffet
2429,family
2430,leisure
2431,sightseeing
2432,dessert
2433,karaoke
2434,evening
2435,hangout
2436,socialize
2437,spa
2438,activity
2439,carnival
2440,surfing
2441,theater
2442,thanksgiving
2443,play
2444,lounge
2445,entertain
2446,gaming
2447,weekend
2448,outdoor
2449,takeout
2450,enjoy
2451,partying
2452,lazy
2453,vacation
2454,bonding
2455,enjoyable
2456,barbecue
2457,holiday
2458,pastime
2459,adventure
2460,exciting
2461,recreation
2462,mall
2463,hobby
2464,entertainment
2465,partied
2466,clubbing
2467,fun
2468,entertaining
2469,party
2470,tv
2471,madness
2472,severe
2473,powerless
2474,unhappiness
2475,strife
2476,bloodshed
2477,loathing
2478,feeling
2479,helplessly
2480,mercy
2481,throbbing
2482,sting
2483,discomfort
2484,suffering
2485,numbness
2486,nightmare
2487,wounded
2488,cruel
2489,pitiful
2490,aching
2491,brutality
2492,badly
2493,heartbreaking
2494,dying
2495,desperation
2496,misfortune
2497,tears
2498,yearn
2499,loss
2500,regret
2501,burning
2502,beating
2503,debilitating
2504,anguished
2505,paralyze
2506,bad
2507,heartbroken
2508,torment
2509,depression
2510,pain
2511,scream
2512,soreness
2513,grievous
2514,terrible
2515,rejection
2516,sorrowful
2517,torturous
2518,indescribable
2519,agony
2520,injured
2521,searing
2522,torture
2523,tortured
2524,horrific
2525,scarring
2526,terror
2527,pained
2528,stab
2529,painfully
2530,heartache
2531,kill
2532,stinging
2533,emptiness
2534,exhaustion
2535,anguish
2536,suffer
2537,wound
2538,whimper
2539,inflamed
2540,agonizing
2541,tragedy
2542,inflict
2543,injury
2544,devastation
2545,injure
2546,weaken
2547,relive
2548,hurt
2549,misery
2550,hurtful
2551,helplessness
2552,betray
2553,unimaginable
2554,broken
2555,heartbreak
2556,hardship
2557,abandonment
2558,unbearable
2559,damaged
2560,painful
2561,stabbing
2562,hurting
2563,despair
2564,betrayal
2565,vulnerability
2566,cruelty
2567,ache
2568,mourn
2569,excruciating
2570,burden
2571,turmoil
2572,wince
2573,trauma
2574,crushing
2575,afflict
2576,hopelessness
2577,prolong
2578,sorrow
2579,captivity
2580,destruction
2581,miserable
2582,perish
2583,grieve
2584,worse
2585,longing
2586,sacrifice
2587,fear
2588,devastating
2589,death
2590,strangle
2591,emotional
2592,sadness
2593,tormented
2594,cry
2595,grief
2596,overwhelming
2597,guilt
2598,imperial
2599,prestige
2600,bow
2601,wealth
2602,ruling
2603,aristocrat
2604,royal
2605,esteemed
2606,crowning
2607,duty
2608,treason
2609,monarch
2610,successor
2611,baron
2612,respected
2613,insignia
2614,palace
2615,honor
2616,tradition
2617,regal
2618,conqueror
2619,monarchy
2620,duchess
2621,crown
2622,renounce
2623,king
2624,queen
2625,chieftain
2626,rule
2627,crusade
2628,grandson
2629,rightful
2630,tyrant
2631,majesty
2632,illustrious
2633,sultan
2634,honorary
2635,distinguished
2636,reign
2637,ruler
2638,noble
2639,coronation
2640,honorable
2641,lord
2642,elegant
2643,aristocracy
2644,nation
2645,daughter
2646,wealthy
2647,heiress
2648,diplomat
2649,feudal
2650,emissary
2651,emperor
2652,heir
2653,regent
2654,treasury
2655,birthright
2656,throne
2657,crest
2658,council
2659,homage
2660,princess
2661,royalty
2662,kingdom
2663,descendant
2664,privilege
2665,honored
2666,nobility
2667,magnificent
2668,adored
2669,decree
2670,sovereign
2671,pampered
2672,dutiful
2673,empire
2674,supreme
2675,ambassador
2676,duke
2677,lineage
2678,majestic
2679,realm
2680,prince
2681,extravagance
2682,empress
2683,mighty
2684,knight
2685,princely
2686,castle
2687,elder
2688,billionaire
2689,buyer
2690,heirloom
2691,privilege
2692,fabulously
2693,prestige
2694,merchant
2695,cost
2696,prosperous
2697,lavish
2698,earnings
2699,fancy
2700,snob
2701,privileged
2702,invest
2703,banker
2704,hardworking
2705,independent
2706,fund
2707,fortunate
2708,expensive
2709,charity
2710,fame
2711,wealth
2712,valuable
2713,wealthy
2714,heiress
2715,finance
2716,businessman
2717,profit
2718,profitable
2719,pampered
2720,dowry
2721,mogul
2722,fortune
2723,pay
2724,affluent
2725,income
2726,gamble
2727,greedy
2728,richness
2729,luxury
2730,affordable
2731,lawyer
2732,buying
2733,socialite
2734,businesswoman
2735,asset
2736,shop
2737,flaunt
2738,inheritance
2739,famous
2740,extravagance
2741,influential
2742,jewelry
2743,millionaire
2744,glamorous
2745,financially
2746,flashy
2747,funding
2748,rich
2749,luxurious
2750,boast
2751,successful
2752,upscale
2753,designer
2754,donate
2755,royalty
2756,owner
2757,respectable
2758,lucrative
2759,budget
2760,tycoon
2761,investment
2762,prestigious
2763,trendy
2764,scenic
2765,visit
2766,outing
2767,wildlife
2768,leisure
2769,populated
2770,embassy
2771,sightseeing
2772,gallery
2773,location
2774,export
2775,renowned
2776,seaside
2777,itinerary
2778,lakeside
2779,tourism
2780,brochure
2781,port
2782,migrate
2783,abroad
2784,colony
2785,tourist
2786,exhibition
2787,international
2788,exhibit
2789,metropolitan
2790,theatre
2791,hotel
2792,western
2793,ferry
2794,travel
2795,culture
2796,tour
2797,cultural
2798,locate
2799,historic
2800,vacation
2801,geographic
2802,architecture
2803,commerce
2804,holiday
2805,coastal
2806,downtown
2807,accommodation
2808,souvenir
2809,bazaar
2810,recreation
2811,landmark
2812,aquarium
2813,lucrative
2814,museum
2815,mattress
2816,sits
2817,shelf
2818,furnished
2819,sofa
2820,chair
2821,decorative
2822,fireplace
2823,desk
2824,cushy
2825,antique
2826,furnishing
2827,upholstered
2828,television
2829,cushion
2830,bookcase
2831,dresser
2832,creaky
2833,patio
2834,bookshelf
2835,lounging
2836,comfy
2837,furniture
2838,crib
2839,bench
2840,wardrobe
2841,wooden
2842,blanket
2843,kitchen
2844,seater
2845,booth
2846,couch
2847,cot
2848,hardwood
2849,sectional
2850,office
2851,seating
2852,decor
2853,bedroom
2854,drawer
2855,armchair
2856,wicker
2857,room
2858,vanity
2859,cushioned
2860,furnish
2861,tabletop
2862,seat
2863,backboard
2864,stool
2865,sprawl
2866,bed
2867,table
2868,shelve
2869,tv
2870,culinary
2871,primary
2872,enrollment
2873,gym
2874,junior
2875,arithmetic
2876,schooling
2877,classmate
2878,subject
2879,laboratory
2880,classroom
2881,literacy
2882,freshman
2883,college
2884,principal
2885,teach
2886,graduation
2887,homework
2888,academically
2889,instructor
2890,yearbook
2891,technology
2892,journalism
2893,registration
2894,assignment
2895,math
2896,civics
2897,sixth
2898,grading
2899,geometry
2900,practical
2901,engineering
2902,freshmen
2903,attendance
2904,economics
2905,education
2906,honor
2907,faculty
2908,performing
2909,campus
2910,secondary
2911,2nd
2912,geology
2913,binder
2914,university
2915,term
2916,library
2917,astronomy
2918,test
2919,exam
2920,attend
2921,scholarship
2922,administration
2923,elementary
2924,lecturer
2925,schoolwork
2926,application
2927,elective
2928,veterinary
2929,tech
2930,preschool
2931,diploma
2932,educate
2933,lecture
2934,locker
2935,orientation
2936,detention
2937,essay
2938,biology
2939,textbook
2940,student
2941,composition
2942,learning
2943,auditorium
2944,doctorate
2945,school
2946,tutoring
2947,teaching
2948,assessment
2949,study
2950,kindergarten
2951,chemistry
2952,semester
2953,academy
2954,handout
2955,extracurricular
2956,101
2957,dorm
2958,history
2959,literature
2960,studying
2961,teacher
2962,schoolers
2963,participate
2964,research
2965,transfer
2966,tuition
2967,mathematical
2968,scientific
2969,testing
2970,enroll
2971,graduating
2972,calculus
2973,class
2974,advisory
2975,algebra
2976,grade
2977,experiment
2978,midterm
2979,educational
2980,drama
2981,science
2982,period
2983,mathematics
2984,lab
2985,preparatory
2986,seminar
2987,tardy
2988,recess
2989,physiology
2990,administrator
2991,geography
2992,learn
2993,sophomore
2994,program
2995,accounting
2996,examination
2997,graduate
2998,aura
2999,supernatural
3000,hypnosis
3001,summoning
3002,magician
3003,conjure
3004,elixir
3005,ancient
3006,transformation
3007,mythical
3008,theoretically
3009,morphing
3010,destruction
3011,mortal
3012,cursed
3013,kinetic
3014,magic
3015,wand
3016,legendary
3017,witch
3018,spell
3019,invisible
3020,charm
3021,mystical
3022,relic
3023,portal
3024,fairy
3025,immortal
3026,wield
3027,power
3028,unleash
3029,healer
3030,magical
3031,locator
3032,compulsion
3033,invoke
3034,reversal
3035,illusion
3036,alchemy
3037,wizard
3038,powerful
3039,enchanted
3040,earth
3041,charmed
3042,prophecy
3043,elemental
3044,element
3045,lore
3046,genie
3047,casting
3048,immortality
3049,summon
3050,gifted
3051,regenerate
3052,siphon
3053,witchcraft
3054,shark
3055,tropical
3056,lapping
3057,sand
3058,villa
3059,water
3060,oceanic
3061,wharf
3062,surf
3063,pier
3064,cavern
3065,deck
3066,tranquil
3067,landscape
3068,sandy
3069,pool
3070,coastal
3071,gulf
3072,lighthouse
3073,sunny
3074,harbor
3075,lifeboat
3076,horizon
3077,surfing
3078,coral
3079,hurricane
3080,resort
3081,ferry
3082,swimming
3083,scuba
3084,reef
3085,fishing
3086,ship
3087,lake
3088,sailing
3089,waterfront
3090,scenic
3091,tanning
3092,boardwalk
3093,seaside
3094,lakeside
3095,beach
3096,surfer
3097,balmy
3098,sea
3099,paradise
3100,dock
3101,lifeguard
3102,inland
3103,tide
3104,shoreline
3105,western
3106,sailboat
3107,ashore
3108,bay
3109,sun
3110,shipwreck
3111,floating
3112,waterway
3113,seawater
3114,fisherman
3115,boating
3116,dolphin
3117,swim
3118,relaxing
3119,splash
3120,upstream
3121,coastline
3122,grotto
3123,tourist
3124,yacht
3125,dive
3126,cruise
3127,saltwater
3128,coast
3129,dune
3130,ocean
3131,island
3132,seashore
3133,shore
3134,research
3135,journalist
3136,paragraph
3137,subscription
3138,campaign
3139,essay
3140,edition
3141,writing
3142,copy
3143,showbiz
3144,credential
3145,summarize
3146,bulletin
3147,cite
3148,composition
3149,gazette
3150,guidebook
3151,paper
3152,homepage
3153,photography
3154,inked
3155,freelance
3156,editor
3157,outdated
3158,photographer
3159,magazine
3160,photo
3161,newspaper
3162,publishing
3163,headline
3164,article
3165,newsletter
3166,bookstore
3167,thesis
3168,editorial
3169,obituary
3170,leaflet
3171,publish
3172,biography
3173,booklet
3174,journal
3175,informational
3176,print
3177,typewriter
3178,tabloid
3179,paperwork
3180,scribbling
3181,journalism
3182,assignment
3183,printed
3184,administration
3185,reporter
3186,column
3187,corporate
3188,literary
3189,notebook
3190,analysis
3191,history
3192,handbook
3193,documentary
3194,write
3195,publicist
3196,report
3197,excerpt
3198,jot
3199,literature
3200,printout
3201,site
3202,printing
3203,cereal
3204,errand
3205,pancake
3206,tired
3207,everyday
3208,breakfast
3209,wakeup
3210,pancakes
3211,slept
3212,refreshed
3213,a.m.
3214,awake
3215,a.m
3216,showered
3217,alarm
3218,early
3219,wake
3220,groggy
3221,rested
3222,showering
3223,coffee
3224,egg
3225,hangover
3226,sleeping
3227,awaken
3228,waffle
3229,earlier
3230,clock
3231,oatmeal
3232,omelet
3233,morning
3234,bacon
3235,toast
3236,hour
3237,cleaning
3238,woke
3239,saving
3240,compensation
3241,merchant
3242,earnings
3243,employee
3244,banker
3245,economy
3246,investor
3247,rupee
3248,industry
3249,corporation
3250,bank
3251,allowance
3252,fund
3253,transaction
3254,wealth
3255,afford
3256,tax
3257,businessman
3258,finance
3259,resource
3260,currency
3261,broker
3262,profit
3263,bankruptcy
3264,banking
3265,paycheck
3266,client
3267,investment
3268,income
3269,accounting
3270,paying
3271,salary
3272,monetary
3273,credit
3274,account
3275,expense
3276,checkbook
3277,treasury
3278,financial
3279,debt
3280,rent
3281,paid
3282,heist
3283,loan
3284,millionaire
3285,euro
3286,deposit
3287,payroll
3288,financially
3289,funding
3290,revenue
3291,rich
3292,300000
3293,worker
3294,agency
3295,debit
3296,wage
3297,payment
3298,accountant
3299,payday
3300,money
3301,dollar
3302,lucrative
3303,cash
3304,pension
3305,visa
3306,cheque
3307,bankrupt
3308,pay
3309,
3310,snapshot
3311,facebook
3312,onscreen
3313,trend
3314,messenger
3315,notification
3316,multimedia
3317,follower
3318,bio
3319,online
3320,hashtag
3321,profile
3322,status
3323,icon
3324,video
3325,interaction
3326,homepage
3327,message
3328,vine
3329,tablet
3330,follow
3331,viral
3332,posting
3333,twitter
3334,forum
3335,www
3336,network
3337,followed
3338,computer
3339,update
3340,email
3341,contact
3342,format
3343,tweet
3344,following
3345,fan
3346,follows
3347,chat
3348,password
3349,web
3350,post
3351,typed
3352,camera
3353,friends
3354,comment
3355,delete
3356,browser
3357,texts
3358,site
3359,messaging
3360,instagram
3361,yoga
3362,maneuver
3363,gym
3364,paddling
3365,volleyball
3366,rowing
3367,swim
3368,exhausting
3369,warmup
3370,gymnastic
3371,exertion
3372,lifting
3373,activity
3374,surfing
3375,soreness
3376,swimmer
3377,snowboarding
3378,diving
3379,paddle
3380,sprinting
3381,fitness
3382,exhaust
3383,cramp
3384,exercise
3385,training
3386,dive
3387,instructor
3388,swimming
3389,gymnastics
3390,jogging
3391,practice
3392,swam
3393,hike
3394,pool
3395,strenuous
3396,tumbling
3397,competition
3398,trampoline
3399,snowboard
3400,grueling
3401,flex
3402,sport
3403,biking
3404,warmups
3405,hiking
3406,jog
3407,cycling
3408,stretch
3409,acrobatics
3410,workout
3411,climbing
3412,muscle
3413,tiring
3414,flexibility
3415,treadmill
3416,basketball
